level,entryId,term,reading,meaningEn,meaningViDraft
N1,n1_tanos_0831,禁ずる,きんずる,"to forbid, to suppress",[VI cần duyệt] to forbid; [VI cần duyệt] to suppress
N1,n1_tanos_0832,勤勉,きんべん,"industry, diligence",công nghiệp; [VI cần duyệt] diligence
N1,n1_tanos_0833,勤務,きんむ,"service, duty, work",[VI cần duyệt] service; [VI cần duyệt] duty; công việc
N1,n1_tanos_0834,禁物,きんもつ,"taboo, forbidden thing",[VI cần duyệt] taboo; [VI cần duyệt] forbidden thing
N1,n1_tanos_0835,勤労,きんろう,"labor, exertion, diligent service",[VI cần duyệt] labor; [VI cần duyệt] exertion; [VI cần duyệt] diligent service
N1,n1_tanos_0836,議案,ぎあん,legislative bill,[VI cần duyệt] legislative bill
N1,n1_tanos_0837,戯曲,ぎきょく,"play, drama",[VI cần duyệt] play; [VI cần duyệt] drama
N1,n1_tanos_0838,議決,ぎけつ,"resolution, decision, vote",[VI cần duyệt] resolution; quyết định; [VI cần duyệt] vote
N1,n1_tanos_0839,議事堂,ぎじどう,Diet building,[VI cần duyệt] Diet building
N1,n1_tanos_0840,犠牲,ぎせい,sacrifice,[VI cần duyệt] sacrifice
N1,n1_tanos_0841,偽造,ぎぞう,"forgery, falsification, fabrication, counterfeiting",[VI cần duyệt] forgery; [VI cần duyệt] falsification; [VI cần duyệt] fabrication; [VI cần duyệt] counterfeiting
N1,n1_tanos_0842,議題,ぎだい,"topic of discussion, agenda",[VI cần duyệt] topic of discussion; [VI cần duyệt] agenda
N1,n1_tanos_0843,技能,ぎのう,"technical skill, ability, capacity",[VI cần duyệt] technical skill; khả năng; [VI cần duyệt] capacity
N1,n1_tanos_0844,逆転,ぎゃくてん,"change, reversal, turn-around, coming from behind",thay đổi; [VI cần duyệt] reversal; [VI cần duyệt] turn-around; [VI cần duyệt] coming from behind
N1,n1_tanos_0845,行,ぎょう,"line, row, verse",[VI cần duyệt] line; [VI cần duyệt] row; [VI cần duyệt] verse
N1,n1_tanos_0846,業者,ぎょうしゃ,"trader, merchant",[VI cần duyệt] trader; [VI cần duyệt] merchant
N1,n1_tanos_0847,行政,ぎょうせい,administration,[VI cần duyệt] administration
N1,n1_tanos_0848,業績,ぎょうせき,"achievement, performance, results, work, contribution",[VI cần duyệt] achievement; [VI cần duyệt] performance; [VI cần duyệt] results; công việc; [VI cần duyệt] contribution
N1,n1_tanos_0849,業務,ぎょうむ,"business, affairs, duties, work",kinh doanh; [VI cần duyệt] affairs; [VI cần duyệt] duties; công việc
N1,n1_tanos_0850,玉,ぎょく,king,[VI cần duyệt] king
N1,n1_tanos_0851,漁船,ぎょせん,fishing boat,[VI cần duyệt] fishing boat
N1,n1_tanos_0852,漁村,ぎょそん,fishing village,[VI cần duyệt] fishing village
N1,n1_tanos_0853,義理,ぎり,"duty, sense of duty, honor, decency, courtesy, debt of gratitude, social obligation",[VI cần duyệt] duty; [VI cần duyệt] sense of duty; [VI cần duyệt] honor; [VI cần duyệt] decency; [VI cần duyệt] courtesy; [VI cần duyệt] debt of gratitude; [VI cần duyệt] social obligation
N1,n1_tanos_0854,疑惑,ぎわく,"doubt, misgivings, distrust, suspicion",[VI cần duyệt] doubt; [VI cần duyệt] misgivings; [VI cần duyệt] distrust; [VI cần duyệt] suspicion
N1,n1_tanos_0855,吟味,ぎんみ,"testing, scrutiny, careful investigation",[VI cần duyệt] testing; [VI cần duyệt] scrutiny; [VI cần duyệt] careful investigation
N1,n1_tanos_0856,区,く,"ward, district, section",[VI cần duyệt] ward; [VI cần duyệt] district; [VI cần duyệt] section
N1,n1_tanos_0857,食い違う,くいちがう,"to cross each other, to run counter to, to differ, to clash, to go awry",[VI cần duyệt] to cross each other; [VI cần duyệt] to run counter to; [VI cần duyệt] to differ; [VI cần duyệt] to clash; [VI cần duyệt] to go awry
N1,n1_tanos_0858,空腹,くうふく,hunger,[VI cần duyệt] hunger
N1,n1_tanos_0859,区画,くかく,"division, section, compartment, boundary, area, block",[VI cần duyệt] division; [VI cần duyệt] section; [VI cần duyệt] compartment; [VI cần duyệt] boundary; khu vực; [VI cần duyệt] block
N1,n1_tanos_0860,区間,くかん,section,[VI cần duyệt] section
N1,n1_tanos_0861,茎,くき,stalk,[VI cần duyệt] stalk
N1,n1_tanos_0862,区切り,くぎり,"an end, a stop, punctuation",[VI cần duyệt] an end; [VI cần duyệt] a stop; [VI cần duyệt] punctuation
N1,n1_tanos_0863,潜る,くぐる,"1. to drive, to pass through, 2. to evade, to hide, 3. to dive , to go undergro",[VI cần duyệt] 1. to drive; [VI cần duyệt] to pass through; [VI cần duyệt] 2. to evade; [VI cần duyệt] to hide; [VI cần duyệt] 3. to dive; [VI cần duyệt] to go undergro
N1,n1_tanos_0864,種々,くさぐさ,variety,[VI cần duyệt] variety
N1,n1_tanos_0865,嚏,くしゃみ,sneeze,[VI cần duyệt] sneeze
N1,n1_tanos_0866,旧事,くじ,"past events, bygones",[VI cần duyệt] past events; [VI cần duyệt] bygones
N1,n1_tanos_0867,籤引,くじびき,"lottery, drawn lot",[VI cần duyệt] lottery; [VI cần duyệt] drawn lot
N1,n1_tanos_0868,擽ぐったい,くすぐったい,ticklish,[VI cần duyệt] ticklish
N1,n1_tanos_0869,草臥れる,くたびれる,"to get tired, to wear out",[VI cần duyệt] to get tired; [VI cần duyệt] to wear out
N1,n1_tanos_0870,下らない,くだらない,"good-for-nothing, stupid, trivial, worthless",[VI cần duyệt] good-for-nothing; [VI cần duyệt] stupid; [VI cần duyệt] trivial; [VI cần duyệt] worthless
N1,n1_tanos_0871,件,くだん,"example, precedent, the usual, the said, the above-mentioned, in question",ví dụ; [VI cần duyệt] precedent; [VI cần duyệt] the usual; [VI cần duyệt] the said; [VI cần duyệt] the above-mentioned; [VI cần duyệt] in question
N1,n1_tanos_0872,口ずさむ,くちずさむ,"to hum something, to sing to oneself",[VI cần duyệt] to hum something; [VI cần duyệt] to sing to oneself
N1,n1_tanos_0873,嘴,くちばし,"beak, bill",[VI cần duyệt] beak; [VI cần duyệt] bill
N1,n1_tanos_0874,朽ちる,くちる,to rot,[VI cần duyệt] to rot
N1,n1_tanos_0875,くっきり,くっきり,"distinctly, clearly, boldly",[VI cần duyệt] distinctly; [VI cần duyệt] clearly; [VI cần duyệt] boldly
N1,n1_tanos_0876,屈折,くっせつ,"bending, indentation, refraction",[VI cần duyệt] bending; [VI cần duyệt] indentation; [VI cần duyệt] refraction
N1,n1_tanos_0877,くっ付く,くっつく,"to adhere to, to keep close to",[VI cần duyệt] to adhere to; [VI cần duyệt] to keep close to
N1,n1_tanos_0878,くっ付ける,くっつける,to attach,[VI cần duyệt] to attach
N1,n1_tanos_0879,覆す,くつがえす,"to overturn, to upset, to overthrow, to undermine",[VI cần duyệt] to overturn; [VI cần duyệt] to upset; [VI cần duyệt] to overthrow; [VI cần duyệt] to undermine
N1,n1_tanos_0880,諄い,くどい,"verbose, importunate, heavy",[VI cần duyệt] verbose; [VI cần duyệt] importunate; nặng
N1,n1_tanos_0881,国境,くにざかい,national or state border,[VI cần duyệt] national; [VI cần duyệt] state border
N1,n1_tanos_0882,首飾り,くびかざり,necklace,[VI cần duyệt] necklace
N1,n1_tanos_0883,首輪,くびわ,"necklace, choker",[VI cần duyệt] necklace; [VI cần duyệt] choker
N1,n1_tanos_0884,組み合わせ,くみあわせ,combination,[VI cần duyệt] combination
N1,n1_tanos_0885,組み合わせる,くみあわせる,"to join together, to combine, to join up",[VI cần duyệt] to join together; [VI cần duyệt] to combine; [VI cần duyệt] to join up
N1,n1_tanos_0886,組み込む,くみこむ,"to insert, to include, to cut in",[VI cần duyệt] to insert; [VI cần duyệt] to include; [VI cần duyệt] to cut in
N1,n1_tanos_0887,蔵,くら,"warehouse, cellar, magazine, granary, godown, depository, treasury, elevator",[VI cần duyệt] warehouse; [VI cần duyệt] cellar; [VI cần duyệt] magazine; [VI cần duyệt] granary; [VI cần duyệt] godown; [VI cần duyệt] depository; [VI cần duyệt] treasury; [VI cần duyệt] elevator
N1,n1_tanos_0888,苦しめる,くるしめる,"to torment, to harass, to inflict pain",[VI cần duyệt] to torment; [VI cần duyệt] to harass; [VI cần duyệt] to inflict pain
N1,n1_tanos_0889,包む,くるむ,"to be engulfed in, to be enveloped by, to wrap up, to tuck in, to pack, to do up, to cover with, to dress i",[VI cần duyệt] to be engulfed in; [VI cần duyệt] to be enveloped by; [VI cần duyệt] to wrap up; [VI cần duyệt] to tuck in; [VI cần duyệt] to pack; [VI cần duyệt] to do up; [VI cần duyệt] to cover with; [VI cần duyệt] to dress i
N1,n1_tanos_0890,呉れ呉れも,くれぐれも,"repeatedly, sincerely, earnestly",[VI cần duyệt] repeatedly; [VI cần duyệt] sincerely; [VI cần duyệt] earnestly
N1,n1_tanos_0891,呉れる,くれる,"to give, to let one have, to do for one, to be given",cho; [VI cần duyệt] to let one have; [VI cần duyệt] to do for one; [VI cần duyệt] to be given
N1,n1_tanos_0892,玄人,くろうと,"expert, professional, geisha, prostitute",[VI cần duyệt] expert; [VI cần duyệt] professional; [VI cần duyệt] geisha; [VI cần duyệt] prostitute
N1,n1_tanos_0893,黒字,くろじ,balance in the black,[VI cần duyệt] balance in the black
N1,n1_tanos_0894,君主,くんしゅ,"ruler, monarch",[VI cần duyệt] ruler; [VI cần duyệt] monarch
N1,n1_tanos_0895,愚痴,ぐち,"idle complaint, grumble",[VI cần duyệt] idle complaint; [VI cần duyệt] grumble
N1,n1_tanos_0896,ぐっと,ぐっと,"firmly, fast, much, more",[VI cần duyệt] firmly; nhanh; [VI cần duyệt] much; [VI cần duyệt] more
N1,n1_tanos_0897,ぐらい,ぐらい,approximately,[VI cần duyệt] approximately
N1,n1_tanos_0898,群,ぐん,group,[VI cần duyệt] group
N1,n1_tanos_0899,軍艦,ぐんかん,"warship, battleship",[VI cần duyệt] warship; [VI cần duyệt] battleship
N1,n1_tanos_0900,群集,ぐんしゅう,"group, crowd, throng, mob, multitude",[VI cần duyệt] group; [VI cần duyệt] crowd; [VI cần duyệt] throng; [VI cần duyệt] mob; [VI cần duyệt] multitude
N1,n1_tanos_0901,軍事,ぐんじ,military affairs,[VI cần duyệt] military affairs
N1,n1_tanos_0902,軍備,ぐんび,"armaments, military preparations",[VI cần duyệt] armaments; [VI cần duyệt] military preparations
N1,n1_tanos_0903,軍服,ぐんぷく,military or naval uniform,[VI cần duyệt] military; [VI cần duyệt] naval uniform
N1,n1_tanos_0904,刑,けい,"penalty, sentence, punishment",[VI cần duyệt] penalty; [VI cần duyệt] sentence; [VI cần duyệt] punishment
N1,n1_tanos_0905,頃,けい,"time, about, toward, approximately",thời gian; [VI cần duyệt] about; [VI cần duyệt] toward; [VI cần duyệt] approximately
N1,n1_tanos_0906,傾,けい,"lean, incline",[VI cần duyệt] lean; [VI cần duyệt] incline
N1,n1_tanos_0907,系,けい,"system, lineage, group",hệ thống; [VI cần duyệt] lineage; [VI cần duyệt] group
N1,n1_tanos_0908,経過,けいか,"passage, expiration, progress",[VI cần duyệt] passage; [VI cần duyệt] expiration; tiến bộ
N1,n1_tanos_0909,軽快,けいかい,"rhythmical , casual , light, nimble",[VI cần duyệt] rhythmical; [VI cần duyệt] casual; ánh sáng; [VI cần duyệt] nimble
N1,n1_tanos_0910,警戒,けいかい,"warning, admonition, vigilance",[VI cần duyệt] warning; [VI cần duyệt] admonition; [VI cần duyệt] vigilance
N1,n1_tanos_0911,計器,けいき,"meter, gauge",[VI cần duyệt] meter; [VI cần duyệt] gauge
N1,n1_tanos_0912,契機,けいき,"opportunity, chance",[VI cần duyệt] opportunity; [VI cần duyệt] chance
N1,n1_tanos_0913,敬具,けいぐ,Sincerely yours,[VI cần duyệt] Sincerely yours
N1,n1_tanos_0914,軽減,けいげん,abatement,[VI cần duyệt] abatement
N1,n1_tanos_0915,掲載,けいさい,appearance,[VI cần duyệt] appearance
N1,n1_tanos_0916,傾斜,けいしゃ,"inclination, slant, slope, bevel, list, dip",[VI cần duyệt] inclination; [VI cần duyệt] slant; [VI cần duyệt] slope; [VI cần duyệt] bevel; [VI cần duyệt] list; [VI cần duyệt] dip
N1,n1_tanos_0917,形成,けいせい,formation,[VI cần duyệt] formation
N1,n1_tanos_0918,形勢,けいせい,"condition, situation, prospects",điều kiện; tình huống; [VI cần duyệt] prospects
N1,n1_tanos_0919,軽率,けいそつ,"rash, thoughtless, careless, hasty",[VI cần duyệt] rash; [VI cần duyệt] thoughtless; [VI cần duyệt] careless; [VI cần duyệt] hasty
N1,n1_tanos_0920,携帯,けいたい,carrying something,[VI cần duyệt] carrying something
N1,n1_tanos_0921,形態,けいたい,"form, shape, figure",hình thức; hình dạng; [VI cần duyệt] figure
N1,n1_tanos_0922,刑罰,けいばつ,"judgement, penalty, punishment",[VI cần duyệt] judgement; [VI cần duyệt] penalty; [VI cần duyệt] punishment
N1,n1_tanos_0923,経費,けいひ,"expenses, cost, outlay",[VI cần duyệt] expenses; chi phí; [VI cần duyệt] outlay
N1,n1_tanos_0924,警部,けいぶ,police inspector,[VI cần duyệt] police inspector
N1,n1_tanos_0925,軽蔑,けいべつ,"scorn, disdain",[VI cần duyệt] scorn; [VI cần duyệt] disdain
N1,n1_tanos_0926,経歴,けいれき,"personal history, career",[VI cần duyệt] personal history; [VI cần duyệt] career
N1,n1_tanos_0927,経路,けいろ,"course, route, channel",[VI cần duyệt] course; [VI cần duyệt] route; [VI cần duyệt] channel
N1,n1_tanos_0928,汚す,けがす,"to disgrace, to dishonour",[VI cần duyệt] to disgrace; [VI cần duyệt] to dishonour
N1,n1_tanos_0929,汚らわしい,けがらわしい,"filthy, unfair",[VI cần duyệt] filthy; [VI cần duyệt] unfair
N1,n1_tanos_0930,汚れ,けがれ,"uncleanness, impurity, disgrace",[VI cần duyệt] uncleanness; [VI cần duyệt] impurity; [VI cần duyệt] disgrace
N1,n1_tanos_0931,汚れる,けがれる,"to get dirty, to become dirty",[VI cần duyệt] to get dirty; [VI cần duyệt] to become dirty
N1,n1_tanos_0932,獣,けだもの,"beast, brute",[VI cần duyệt] beast; [VI cần duyệt] brute
N1,n1_tanos_0933,吝嗇,けち,"stinginess, miser, miserliness, skinflint, tightwad, niggard, pinching pennies",[VI cần duyệt] stinginess; [VI cần duyệt] miser; [VI cần duyệt] miserliness; [VI cần duyệt] skinflint; [VI cần duyệt] tightwad; [VI cần duyệt] niggard; [VI cần duyệt] pinching pennies
N1,n1_tanos_0934,結核,けっかく,"tuberculosis, tubercule",[VI cần duyệt] tuberculosis; [VI cần duyệt] tubercule
N1,n1_tanos_0935,血管,けっかん,blood vessel,[VI cần duyệt] blood vessel
N1,n1_tanos_0936,決行,けっこう,"doing , carrying out",[VI cần duyệt] doing; [VI cần duyệt] carrying out
N1,n1_tanos_0937,決算,けっさん,"balance sheet, settlement of accounts",[VI cần duyệt] balance sheet; [VI cần duyệt] settlement of accounts
N1,n1_tanos_0938,決勝,けっしょう,"decision of a contest, finals",[VI cần duyệt] decision of a contest; [VI cần duyệt] finals
N1,n1_tanos_0939,結晶,けっしょう,"crystal, crystallization",[VI cần duyệt] crystal; [VI cần duyệt] crystallization
N1,n1_tanos_0940,結成,けっせい,formation,[VI cần duyệt] formation
N1,n1_tanos_0941,結束,けっそく,"union, unity",[VI cần duyệt] union; [VI cần duyệt] unity
N1,n1_tanos_0942,傑,けつ,excellence,[VI cần duyệt] excellence
N1,n1_tanos_0943,決意,けつい,"decision, determination",quyết định; [VI cần duyệt] determination
N1,n1_tanos_0944,決議,けつぎ,"resolution, vote, decision",[VI cần duyệt] resolution; [VI cần duyệt] vote; quyết định
N1,n1_tanos_0945,結合,けつごう,"combination, union",[VI cần duyệt] combination; [VI cần duyệt] union
N1,n1_tanos_0946,決断,けつだん,"decision, determination",quyết định; [VI cần duyệt] determination
N1,n1_tanos_0947,欠乏,けつぼう,"want, shortage, famine",[VI cần duyệt] want; [VI cần duyệt] shortage; [VI cần duyệt] famine
N1,n1_tanos_0948,蹴飛ばす,けとばす,"to kick away, to kick off, to kick , to refuse, to reject",[VI cần duyệt] to kick away; [VI cần duyệt] to kick off; [VI cần duyệt] to kick; [VI cần duyệt] to refuse; [VI cần duyệt] to reject
N1,n1_tanos_0949,貶す,けなす,to speak ill of,[VI cần duyệt] to speak ill of
N1,n1_tanos_0950,煙たい,けむたい,"smoky, feeling awkward",[VI cần duyệt] smoky; [VI cần duyệt] feeling awkward
N1,n1_tanos_0951,煙る,けむる,to smoke,[VI cần duyệt] to smoke
N1,n1_tanos_0952,家来,けらい,"retainer, retinue, servant",[VI cần duyệt] retainer; [VI cần duyệt] retinue; [VI cần duyệt] servant
N1,n1_tanos_0953,けれど,けれど,"but, however",[VI cần duyệt] but; [VI cần duyệt] however
N1,n1_tanos_0954,圏,けん,"sphere, circle, range",[VI cần duyệt] sphere; [VI cần duyệt] circle; [VI cần duyệt] range
N1,n1_tanos_0955,権,けん,"authority, the right",[VI cần duyệt] authority; [VI cần duyệt] the right
N1,n1_tanos_0956,権威,けんい,"authority, power, influence",[VI cần duyệt] authority; sức mạnh; ảnh hưởng
N1,n1_tanos_0957,兼業,けんぎょう,"side line, second business",[VI cần duyệt] side line; [VI cần duyệt] second business
N1,n1_tanos_0958,権限,けんげん,"power, authority, jurisdiction",sức mạnh; [VI cần duyệt] authority; [VI cần duyệt] jurisdiction
N1,n1_tanos_0959,健在,けんざい,"in good health, well",[VI cần duyệt] in good health; [VI cần duyệt] well
N1,n1_tanos_0960,懸賞,けんしょう,"offering prizes, winning, reward",[VI cần duyệt] offering prizes; [VI cần duyệt] winning; [VI cần duyệt] reward
N1,n1_tanos_0961,検事,けんじ,public prosecutor,[VI cần duyệt] public prosecutor
N1,n1_tanos_0962,健全,けんぜん,"health, soundness, wholesome",sức khỏe; [VI cần duyệt] soundness; [VI cần duyệt] wholesome
N1,n1_tanos_0963,見地,けんち,point of view,[VI cần duyệt] point of view
N1,n1_tanos_0964,賢明,けんめい,"wisdom, intelligence, prudence",[VI cần duyệt] wisdom; [VI cần duyệt] intelligence; [VI cần duyệt] prudence
N1,n1_tanos_0965,倹約,けんやく,"thrift, economy, frugality",[VI cần duyệt] thrift; kinh tế; [VI cần duyệt] frugality
N1,n1_tanos_0966,兼用,けんよう,"multi-use, combined use, combination, serving two purposes",[VI cần duyệt] multi-use; [VI cần duyệt] combined use; [VI cần duyệt] combination; [VI cần duyệt] serving two purposes
N1,n1_tanos_0967,権力,けんりょく,"power, authority, influence",sức mạnh; [VI cần duyệt] authority; ảnh hưởng
N1,n1_tanos_0968,劇団,げきだん,"troupe, theatrical company",[VI cần duyệt] troupe; [VI cần duyệt] theatrical company
N1,n1_tanos_0969,激励,げきれい,encouragement,[VI cần duyệt] encouragement
N1,n1_tanos_0970,月謝,げっしゃ,monthly tuition fee,[VI cần duyệt] monthly tuition fee
N1,n1_tanos_0971,げっそり,げっそり,"being disheartened, losing weight",[VI cần duyệt] being disheartened; [VI cần duyệt] losing weight
N1,n1_tanos_0972,月賦,げっぷ,monthly installment,[VI cần duyệt] monthly installment
N1,n1_tanos_0973,下痢,げり,diarrhoea,[VI cần duyệt] diarrhoea
N1,n1_tanos_0974,原,げん,"original, primitive, primary, fundamental, raw",[VI cần duyệt] original; [VI cần duyệt] primitive; [VI cần duyệt] primary; [VI cần duyệt] fundamental; [VI cần duyệt] raw
N1,n1_tanos_0975,原形,げんけい,"original form, base form",[VI cần duyệt] original form; [VI cần duyệt] base form
N1,n1_tanos_0976,現行,げんこう,"present, current, in operation",hiện tại; [VI cần duyệt] current; [VI cần duyệt] in operation
N1,n1_tanos_0977,原作,げんさく,original work,[VI cần duyệt] original work
N1,n1_tanos_0978,原子,げんし,atom,[VI cần duyệt] atom
N1,n1_tanos_0979,元首,げんしゅ,"ruler, sovereign",[VI cần duyệt] ruler; [VI cần duyệt] sovereign
N1,n1_tanos_0980,原書,げんしょ,original document,[VI cần duyệt] original document
N1,n1_tanos_0981,減少,げんしょう,"decrease, reduction, decline",giảm; sự giảm bớt; [VI cần duyệt] decline
N1,n1_tanos_0982,現場,げんじょう,"actual spot, scene, scene of the crime",[VI cần duyệt] actual spot; [VI cần duyệt] scene; [VI cần duyệt] scene of the crime
N1,n1_tanos_0983,元素,げんそ,chemical element,[VI cần duyệt] chemical element
N1,n1_tanos_0984,原則,げんそく,"principle, general rule",[VI cần duyệt] principle; [VI cần duyệt] general rule
N1,n1_tanos_0985,現像,げんぞう,developing,[VI cần duyệt] developing
N1,n1_tanos_0986,現地,げんち,"actual place, local",[VI cần duyệt] actual place; [VI cần duyệt] local
N1,n1_tanos_0987,限定,げんてい,"limit, restriction",[VI cần duyệt] limit; [VI cần duyệt] restriction
N1,n1_tanos_0988,原点,げんてん,"origin , starting point",[VI cần duyệt] origin; [VI cần duyệt] starting point
N1,n1_tanos_0989,原典,げんてん,original,[VI cần duyệt] original
N1,n1_tanos_0990,減点,げんてん,"subtract, give a demerit",[VI cần duyệt] subtract; [VI cần duyệt] give a demerit
N1,n1_tanos_0991,原爆,げんばく,atomic bomb,[VI cần duyệt] atomic bomb
N1,n1_tanos_0992,原文,げんぶん,"the text, original",[VI cần duyệt] the text; [VI cần duyệt] original
N1,n1_tanos_0993,厳密,げんみつ,"strict, close",[VI cần duyệt] strict; [VI cần duyệt] close
N1,n1_tanos_0994,原油,げんゆ,crude oil,[VI cần duyệt] crude oil
N1,n1_tanos_0996,故,こ,the late,[VI cần duyệt] the late
N1,n1_tanos_0997,戸,こ,counter for houses,[VI cần duyệt] counter for houses
N1,n1_tanos_0998,児,こ,"child, the young of animals",trẻ em; [VI cần duyệt] the young of animals
N1,n1_tanos_0999,巨,こ,"big, large, great",[VI cần duyệt] big; lớn; [VI cần duyệt] great
N1,n1_tanos_1000,恋する,こいする,"to fall in love with, to love",[VI cần duyệt] to fall in love with; tình yêu
N1,n1_tanos_1001,溝,こう,"10^38, hundred undecillion , hundred sextillion",[VI cần duyệt] 10^38; [VI cần duyệt] hundred undecillion; [VI cần duyệt] hundred sextillion
N1,n1_tanos_1002,校,こう,"-school, proof",[VI cần duyệt] -school; [VI cần duyệt] proof
N1,n1_tanos_1003,好意,こうい,"good will, favor, courtesy",[VI cần duyệt] good will; [VI cần duyệt] favor; [VI cần duyệt] courtesy
N1,n1_tanos_1004,行為,こうい,"act, deed, conduct",[VI cần duyệt] act; [VI cần duyệt] deed; [VI cần duyệt] conduct
N1,n1_tanos_1005,行員,こういん,bank clerk,[VI cần duyệt] bank clerk
N1,n1_tanos_1006,交易,こうえき,"trade, commerce",[VI cần duyệt] trade; [VI cần duyệt] commerce
N1,n1_tanos_1007,公演,こうえん,public performance,[VI cần duyệt] public performance
N1,n1_tanos_1008,後悔,こうかい,"regret, repentance",[VI cần duyệt] regret; [VI cần duyệt] repentance
N1,n1_tanos_1009,公開,こうかい,presenting to the public,[VI cần duyệt] presenting to the public
N1,n1_tanos_1010,航海,こうかい,"sail, voyage",[VI cần duyệt] sail; [VI cần duyệt] voyage
N1,n1_tanos_1011,工学,こうがく,engineering,[VI cần duyệt] engineering
N1,n1_tanos_1012,皇居,こうきょ,Imperial Palace,[VI cần duyệt] Imperial Palace
N1,n1_tanos_1013,好況,こうきょう,"prosperous conditions, healthy economy",[VI cần duyệt] prosperous conditions; [VI cần duyệt] healthy economy
N1,n1_tanos_1014,抗議,こうぎ,"protest, objection",[VI cần duyệt] protest; [VI cần duyệt] objection
N1,n1_tanos_1015,鉱業,こうぎょう,mining industry,[VI cần duyệt] mining industry
N1,n1_tanos_1016,興業,こうぎょう,industrial enterprise,[VI cần duyệt] industrial enterprise
N1,n1_tanos_1017,高原,こうげん,"tableland, plateau",[VI cần duyệt] tableland; [VI cần duyệt] plateau
N1,n1_tanos_1018,煌々と,こうこうと,"brilliantly, brightly",[VI cần duyệt] brilliantly; [VI cần duyệt] brightly
N1,n1_tanos_1019,考古学,こうこがく,archaeology,[VI cần duyệt] archaeology
N1,n1_tanos_1020,交互,こうご,"mutual, reciprocal, alternate",[VI cần duyệt] mutual; [VI cần duyệt] reciprocal; [VI cần duyệt] alternate
N1,n1_tanos_1021,工作,こうさく,"work, construction, handicraft, maneuvering",công việc; [VI cần duyệt] construction; [VI cần duyệt] handicraft; [VI cần duyệt] maneuvering
N1,n1_tanos_1022,耕作,こうさく,"cultivation, farming",[VI cần duyệt] cultivation; [VI cần duyệt] farming
N1,n1_tanos_1023,鉱山,こうざん,mine,[VI cần duyệt] mine
N1,n1_tanos_1024,講習,こうしゅう,"short course, training",[VI cần duyệt] short course; huấn luyện
N1,n1_tanos_1025,交渉,こうしょう,"negotiations, discussions, connection",[VI cần duyệt] negotiations; [VI cần duyệt] discussions; [VI cần duyệt] connection
N1,n1_tanos_1026,高尚,こうしょう,"high, noble, refined, advanced",cao; [VI cần duyệt] noble; [VI cần duyệt] refined; [VI cần duyệt] advanced
N1,n1_tanos_1027,行進,こうしん,"march, parade",[VI cần duyệt] march; [VI cần duyệt] parade
N1,n1_tanos_1028,香辛料,こうしんりょう,spices,[VI cần duyệt] spices
N1,n1_tanos_1029,口述,こうじゅつ,verbal statement,[VI cần duyệt] verbal statement
N1,n1_tanos_1030,控除,こうじょ,"subsidy, deduction",[VI cần duyệt] subsidy; [VI cần duyệt] deduction
N1,n1_tanos_1031,向上,こうじょう,"elevation, rise, improvement, advancement, progress",[VI cần duyệt] elevation; [VI cần duyệt] rise; cải thiện; [VI cần duyệt] advancement; tiến bộ
N1,n1_tanos_1032,降水,こうすい,"rainfall, precipitation",[VI cần duyệt] rainfall; [VI cần duyệt] precipitation
N1,n1_tanos_1033,洪水,こうずい,flood,[VI cần duyệt] flood
N1,n1_tanos_1034,公然,こうぜん,"open , public, official",[VI cần duyệt] open; [VI cần duyệt] public; [VI cần duyệt] official
N1,n1_tanos_1035,抗争,こうそう,"dispute, resistance",[VI cần duyệt] dispute; [VI cần duyệt] resistance
N1,n1_tanos_1036,構想,こうそう,"plan, plot, idea, conception",kế hoạch; [VI cần duyệt] plot; ý tưởng; [VI cần duyệt] conception
N1,n1_tanos_1037,拘束,こうそく,"restriction, restraint",[VI cần duyệt] restriction; [VI cần duyệt] restraint
N1,n1_tanos_1038,後退,こうたい,"retreat, backspace",[VI cần duyệt] retreat; [VI cần duyệt] backspace
N1,n1_tanos_1039,光沢,こうたく,"brilliance, polish, lustre, glossy finish",[VI cần duyệt] brilliance; [VI cần duyệt] polish; [VI cần duyệt] lustre; [VI cần duyệt] glossy finish
N1,n1_tanos_1040,公団,こうだん,public corporation,[VI cần duyệt] public corporation
N1,n1_tanos_1041,好調,こうちょう,"favourable, promising, satisfactory, in good shape",[VI cần duyệt] favourable; [VI cần duyệt] promising; [VI cần duyệt] satisfactory; [VI cần duyệt] in good shape
N1,n1_tanos_1042,口頭,こうとう,oral,[VI cần duyệt] oral
N1,n1_tanos_1043,講読,こうどく,"reading, translation",[VI cần duyệt] reading; [VI cần duyệt] translation
N1,n1_tanos_1044,購読,こうどく,subscription,[VI cần duyệt] subscription
N1,n1_tanos_1045,購入,こうにゅう,"purchase, buy",[VI cần duyệt] purchase; [VI cần duyệt] buy
N1,n1_tanos_1046,公認,こうにん,"official recognition, authorization, licence, accreditation",[VI cần duyệt] official recognition; [VI cần duyệt] authorization; [VI cần duyệt] licence; [VI cần duyệt] accreditation
N1,n1_tanos_1047,光熱費,こうねつひ,cost of fuel and light,[VI cần duyệt] cost of fuel; ánh sáng
N1,n1_tanos_1048,荒廃,こうはい,ruin,[VI cần duyệt] ruin
N1,n1_tanos_1049,購買,こうばい,"purchase, buy",[VI cần duyệt] purchase; [VI cần duyệt] buy
N1,n1_tanos_1050,好評,こうひょう,"popularity, favorable reputation",[VI cần duyệt] popularity; [VI cần duyệt] favorable reputation
